row_type,mode,iteration,n_tasks,reward_difference,reward_ci90_low,reward_ci90_high,reward_equivalent,max_process_excess,min_q,all_three_q_lt_05,full_tier_a,tool_argument_distance_effect,tool_argument_distance_ci_low,tool_argument_distance_ci_high,tool_argument_distance_p,tool_argument_distance_q,tool_name_distance_effect,tool_name_distance_ci_low,tool_name_distance_ci_high,tool_name_distance_p,tool_name_distance_q,stage_distance_effect,stage_distance_ci_low,stage_distance_ci_high,stage_distance_p,stage_distance_q,test_type,tier_a_pass,triple_q_pass,reward_and_triple_pass,observed_tool_argument_distance,empirical_p_tool_argument_distance,observed_tool_name_distance,empirical_p_tool_name_distance,observed_stage_distance,empirical_p_stage_distance
iteration,neutral,0,36,-1.1564823173178713e-18,-0.037037037037037035,0.035493827160493825,True,-0.015336139863431868,0.16513394642143142,False,False,-0.01640554345380714,-0.03834687168186676,0.006718161938501847,0.16513394642143142,0.16513394642143142,-0.016082307835129615,-0.03720204423045406,0.007162061340038866,0.1635345861655338,0.16513394642143142,-0.015336139863431868,-0.03672862352850734,0.0072346556905689835,0.16393442622950818,0.16513394642143142,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,1,36,0.046296296296296294,0.013888888888888888,0.08179012345679011,False,0.01845402744513867,0.5109956017592963,False,False,0.008249395609997266,-0.016050984032447754,0.0327382376286298,0.5197920831667333,0.5197920831667333,0.01845402744513867,-0.008193510330013861,0.04473454315039375,0.17033186725309876,0.5109956017592963,0.01147852546187338,-0.01301403696293861,0.03586823699399345,0.36185525789684125,0.5197920831667333,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,2,36,1.5419764230904951e-18,-0.030864197530864196,0.02939814814814808,True,0.015992569941691067,0.22471011595361856,False,False,0.015992569941691067,-0.007601318484845738,0.03767858681346976,0.18152738904438226,0.22471011595361856,0.015683195196975037,-0.004795415812107223,0.03388254341523646,0.13074770091963214,0.22471011595361856,0.011892290277664107,-0.007621177402716556,0.02895919363260344,0.22471011595361856,0.22471011595361856,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,3,36,0.0077160493827160516,-0.020061728395061724,0.035570987654320915,True,-0.011572561907756693,0.29108356657337064,False,False,-0.013808878319517312,-0.03777096838086632,0.010547298468339232,0.26269492203118755,0.29108356657337064,-0.011572561907756693,-0.033050162261291705,0.010470232210317277,0.29108356657337064,0.29108356657337064,-0.015277837957219745,-0.03655539082218651,0.006297095388675589,0.18032786885245902,0.29108356657337064,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,4,36,-0.015432098765432096,-0.04174382716049382,0.010879629629629564,True,-0.0005396331068169463,0.5445821671331468,False,False,-0.01514300177875543,-0.036893490041155205,0.007086495216099178,0.18152738904438226,0.5445821671331468,-0.0015856444657583086,-0.023536673632429856,0.020395422347210992,0.8884446221511395,0.9652139144342263,-0.0005396331068169463,-0.023404521441578178,0.021424769129864622,0.9652139144342263,0.9652139144342263,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,5,36,0.007716049382716048,-0.033950617283950615,0.050925925925925916,False,0.015659992730737766,0.7868852459016393,False,False,0.015659992730737766,-0.014503671244189817,0.04701550375322753,0.34546181527389047,0.7868852459016393,0.0038520255369701795,-0.023881568434513195,0.032791325600383274,0.7868852459016393,0.7868852459016393,0.0065785414944802825,-0.018891010643489865,0.035547852151716894,0.6269492203118753,0.7868852459016393,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,6,36,-0.030864197530864192,-0.05709876543209876,-0.0046296296296296285,False,0.00700126153839517,0.7133146741303479,False,False,0.00700126153839517,-0.021431705624672382,0.03791758042502163,0.6665333866453419,0.7133146741303479,0.0049705415265588575,-0.017576397987973245,0.03104654931024207,0.7133146741303479,0.7133146741303479,0.006388424954461203,-0.01647921873635851,0.03374827511450853,0.646141543382647,0.7133146741303479,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,7,36,0.007716049382716052,-0.015432098765432098,0.029398148148148083,True,0.007511499972211378,0.9192323070771692,False,False,0.007511499972211378,-0.015037160117983298,0.03218742742671872,0.5501799280287885,0.9192323070771692,-0.001368689393090451,-0.020941724104599633,0.021297583320821302,0.9192323070771692,0.9192323070771692,0.0018836816771306529,-0.019029789091883666,0.0250542402788208,0.8824470211915234,0.9192323070771692,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,8,36,2.3129646346357427e-18,-0.03395061728395061,0.029320987654320986,True,0.003748116519824487,0.8892443022790882,False,False,0.001952466310363045,-0.020826463220352604,0.028780881613742954,0.8832467013194722,0.8892443022790882,0.003748116519824487,-0.02006209294321089,0.03144680623674335,0.7776889244302279,0.8892443022790882,0.0017724875995127542,-0.02072432881519219,0.029568272208921352,0.8892443022790884,0.8892443022790882,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,9,36,0.007716049382716052,-0.018518518518518514,0.037037037037037035,True,0.004486861872193008,0.9312275089964014,False,False,0.004486861872193008,-0.017263629949914674,0.025478000629706843,0.6817273090763695,0.9312275089964014,0.001035290195147029,-0.021551023286330878,0.023249463695241595,0.9312275089964014,0.9312275089964014,-0.0017754882292956942,-0.022269682547780095,0.018705026297861502,0.8652538984406237,0.9312275089964014,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,10,36,0.00771604938271605,-0.024691358024691357,0.04174382716049376,True,0.008182714824923104,0.5509796081567373,False,False,0.008182714824923104,-0.01288251000667957,0.030155504269617682,0.48620551779288285,0.5509796081567373,0.006838972347031983,-0.013303890422292424,0.028108578651156967,0.5509796081567373,0.5509796081567373,0.007883177498397568,-0.0127939340456182,0.031131566049221685,0.5197920831667333,0.5509796081567373,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,11,36,0.0077160493827160516,-0.013888888888888888,0.030864197530864196,True,-0.015685168754674274,0.03598560575769692,False,False,-0.015685168754674274,-0.04054656041590496,0.010776196464794444,0.2818872451019592,0.2818872451019592,-0.024008566416167013,-0.0455531792523415,-0.003147569940974276,0.023990403838464614,0.03598560575769692,-0.02553647798452163,-0.047673579647440116,-0.0062896279742335566,0.015593762495002,0.03598560575769692,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,12,36,1.1564823173178713e-18,-0.030864197530864196,0.030864197530864192,True,-0.018626678872920452,0.05157936825269892,False,False,-0.02505728223020909,-0.044465971846603,-0.0039790793875383226,0.01719312275089964,0.05157936825269892,-0.02229216033765616,-0.042468768193756036,-0.0014626289070189533,0.03638544582167133,0.054578168732506996,-0.018626678872920452,-0.04095719126543065,0.0043793540086745145,0.10355857656937226,0.10355857656937224,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,13,36,0.0154320987654321,-0.009259259259259259,0.040123456790123455,True,-0.006853090396272957,0.34186325469812073,False,False,-0.006853090396272957,-0.033136346010295206,0.021222846274371442,0.6313474610155938,0.6313474610155938,-0.017392681423913193,-0.044496589370821994,0.011589075005958686,0.22790883646541382,0.34186325469812073,-0.020191958397620145,-0.047498784652556796,0.009956274987113604,0.17632946821271492,0.34186325469812073,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,14,36,-0.023148148148148143,-0.044753086419753084,-0.0030864197530864187,True,-0.004273894897874436,0.7117153138744502,False,False,-0.005489621047730094,-0.02717380565856087,0.01636040317609302,0.6229508196721312,0.7117153138744502,-0.004273894897874436,-0.026937447392212373,0.01823715366080426,0.7117153138744502,0.7117153138744502,-0.00519166595617024,-0.026897636056454694,0.01599838085147992,0.6501399440223911,0.7117153138744502,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,15,36,1.1564823173178713e-18,-0.032407407407407406,0.030864197530864196,True,0.00789129331849179,0.7433026789284286,False,False,0.00789129331849179,-0.01556076169076772,0.03003071804442294,0.49540183926429426,0.7433026789284286,0.004863076041730894,-0.016780323944089418,0.026183227546708664,0.6641343462614954,0.7433026789284286,0.004215164709277499,-0.021419178885561836,0.028452211595248026,0.7433026789284286,0.7433026789284286,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,16,36,0.02314814814814815,0.001543209876543211,0.044753086419753084,True,0.028299733989258405,0.2542982806877249,False,False,0.028299733989258405,-0.004014850410198005,0.06252740105729127,0.10515793682526989,0.2542982806877249,0.020429689115033834,-0.0125160999697988,0.05359736880625034,0.2542982806877249,0.2542982806877249,0.023226252025162573,-0.009534277986043813,0.05703376586111103,0.1839264294282287,0.2542982806877249,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,17,36,-0.015432098765432096,-0.040123456790123455,0.009259259259259259,True,0.008459632054291117,0.7129148340663735,False,False,0.004835567867345854,-0.018068988957340434,0.030783020228803713,0.7129148340663735,0.7129148340663735,0.007601542278311056,-0.016945340825619843,0.03595467333357687,0.5861655337864854,0.7129148340663735,0.008459632054291117,-0.013827116751577105,0.03566828372008926,0.5145941623350659,0.7129148340663735,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,18,36,-0.00771604938271605,-0.035493827160493825,0.018518518518518517,True,0.01932872864879504,0.6281487405037984,False,False,0.00682806286463033,-0.017671508179731402,0.03494042558206437,0.6281487405037984,0.6281487405037984,0.010176147106604203,-0.017566152508715058,0.040754280018676786,0.5041983206717313,0.6281487405037984,0.01932872864879504,-0.009010674801583358,0.05164192923919025,0.2263094762095162,0.6281487405037984,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,19,36,0.015432098765432103,-0.009336419753086415,0.044753086419753084,True,-0.014495638180534207,0.1571371451419432,False,False,-0.019380093642096467,-0.04227939969253026,0.003531483191155504,0.10835665733706518,0.1571371451419432,-0.01581702043978726,-0.03622409891857109,0.004459878540376469,0.1571371451419432,0.1571371451419432,-0.014495638180534207,-0.03343803935433964,0.0036636371807901506,0.1531387445021991,0.1571371451419432,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,20,36,0.038580246913580245,0.00771604938271605,0.07098765432098765,False,0.012327853155200817,0.4190323870451819,False,False,0.01005785179632477,-0.01111974123460387,0.031316433433920286,0.3858456617353059,0.4190323870451819,0.012327853155200817,-0.00767092651876417,0.03223980482150047,0.2590963614554178,0.4190323870451819,0.008997377045275234,-0.011934367718290992,0.028343586925726808,0.4190323870451819,0.4190323870451819,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,21,36,0.015432098765432103,-0.013888888888888886,0.049382716049382706,True,0.008856405645118111,0.9032387045181928,False,False,-0.0015196408355194245,-0.023401880453328996,0.020796797490442352,0.9032387045181928,0.9032387045181928,0.008856405645118111,-0.01564530528790395,0.03452240215151151,0.5041983206717313,0.9032387045181928,0.004149171366280369,-0.018603970137601348,0.026567348111817834,0.7536985205917633,0.9032387045181928,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,22,36,-0.007716049382716048,-0.037114197530864194,0.021604938271604937,True,0.023263410369589607,0.1447421031587365,False,False,0.023263410369589607,-0.0026530863198058366,0.049414926664529936,0.08196721311475409,0.1447421031587365,0.02099430674549048,-0.003724561806347158,0.04557666922036129,0.10115953618552578,0.1447421031587365,0.019040069187226154,-0.0047161341974662355,0.04381853836361952,0.1447421031587365,0.1447421031587365,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,23,36,0.0154320987654321,-0.018518518518518514,0.04945987654320981,True,0.036197399199124174,0.031187524990003997,False,False,0.030690332065596595,0.0023394968037294657,0.059480885633023825,0.05557776889244302,0.055577768892443015,0.036197399199124174,0.010371051914836168,0.06348651221976788,0.018392642942822873,0.031187524990003997,0.03523006350793039,0.00760377991092139,0.06412902656368558,0.020791683326669332,0.031187524990003997,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,24,36,-0.00771604938271605,-0.03557098765432098,0.020061728395061727,True,0.00926835849205112,0.9848060775689724,False,False,0.00035213325061698417,-0.030561407025890587,0.03344790682391024,0.9848060775689724,0.9848060775689724,0.00926835849205112,-0.021106470704150303,0.04051637397206388,0.5765693722510996,0.9848060775689724,0.004438443671571292,-0.024774347259351126,0.03503983375239441,0.7808876449420232,0.9848060775689724,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,neutral,25,36,0.023148148148148147,-0.016975308641975308,0.0632716049382716,False,0.008779012755086569,0.79828068772491,False,False,0.007938939091426464,-0.013813939557825429,0.030967056173992,0.53218712514994,0.79828068772491,0.000294646018034221,-0.022598730423190095,0.025695238008555422,0.9836065573770492,0.983606557377049,0.008779012755086569,-0.014151665678139054,0.03383318889767334,0.48740503798480606,0.79828068772491,NEUTRAL_ONLY_PSEUDO_TREATMENT,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
