row_type,mode,iteration,n_tasks,reward_difference,reward_ci90_low,reward_ci90_high,reward_equivalent,max_process_excess,min_q,all_three_q_lt_05,full_tier_a,tool_argument_distance_effect,tool_argument_distance_ci_low,tool_argument_distance_ci_high,tool_argument_distance_p,tool_argument_distance_q,tool_name_distance_effect,tool_name_distance_ci_low,tool_name_distance_ci_high,tool_name_distance_p,tool_name_distance_q,stage_distance_effect,stage_distance_ci_low,stage_distance_ci_high,stage_distance_p,stage_distance_q,test_type,tier_a_pass,triple_q_pass,reward_and_triple_pass,observed_tool_argument_distance,empirical_p_tool_argument_distance,observed_tool_name_distance,empirical_p_tool_name_distance,observed_stage_distance,empirical_p_stage_distance
iteration,labels,0,36,0.01851851851851851,-0.0037037037037037086,0.04074074074074073,True,-0.006618409512016155,0.47620951619352264,False,False,-0.010046841010515048,-0.02584691275163216,0.009115644875455029,0.2974810075969612,0.47620951619352264,-0.006618409512016155,-0.02293969463713117,0.010161100825359341,0.4762095161935226,0.47620951619352264,-0.007383104554187999,-0.022345467881793386,0.009526521246408941,0.4070371851259496,0.47620951619352264,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,1,36,-0.007407407407407406,-0.02222222222222222,0.00925925925925926,True,-0.00662052907524527,0.3454618152738904,False,False,-0.008588974480007,-0.023017488584692016,0.005760126398734368,0.23990403838464613,0.3598560575769692,-0.00662052907524527,-0.021346177479084454,0.008180296792754236,0.3790483806477409,0.3790483806477409,-0.011327539421821683,-0.024898689044483432,0.0029360808541461004,0.11515393842463015,0.3454618152738904,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,2,36,-0.018518518518518514,-0.03518518518518519,-0.0018518518518518465,True,-0.0005552020619450879,0.9596161535385845,False,False,-0.0013493974933695987,-0.018912474371184096,0.019753849203771896,0.9120351859256297,0.9596161535385845,-0.0005552020619450879,-0.017854148885758887,0.019278929181651014,0.9596161535385845,0.9596161535385845,-0.002983276022999507,-0.019060789840399352,0.014778959453725676,0.7453018792483007,0.9596161535385845,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,3,36,0.007407407407407412,-0.02037037037037037,0.033333333333333326,True,0.010194021908245417,0.5081967213114754,False,False,0.008822595256583275,-0.007594114268576038,0.02887198926628871,0.3522590963614554,0.5081967213114754,0.010194021908245417,-0.007457644575438687,0.030673892321948504,0.29868052778888443,0.5081967213114754,0.005777736108962821,-0.010894454537152081,0.023000748181934233,0.5081967213114754,0.5081967213114754,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,4,36,0.00740740740740741,-0.012962962962962957,0.02777777777777778,True,-0.002607751576122089,0.7053178728508597,False,False,-0.003727368732314082,-0.018781174501940893,0.009699406886687504,0.6245501799280287,0.7053178728508597,-0.007181030656125405,-0.0201855309041328,0.005483161628221948,0.2998800479808077,0.7053178728508597,-0.002607751576122089,-0.01537478048279714,0.010659494574434616,0.7053178728508597,0.7053178728508597,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,5,36,2.3129646346357427e-18,-0.02222222222222222,0.02037037037037037,True,-0.0011890639832173176,0.8960415833666534,False,False,-0.0018946473546285242,-0.018206212771149134,0.013581837584309392,0.8184726109556177,0.8960415833666534,-0.0011890639832173176,-0.01708159978429519,0.016071650544250683,0.8960415833666533,0.8960415833666534,-0.0037100031416921514,-0.020388689189982403,0.01427163679927277,0.696921231507397,0.8960415833666534,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,6,36,-0.025925925925925925,-0.04629629629629629,-0.007407407407407404,True,-0.00436211517321858,0.1211515393842463,False,False,-0.008399295388623631,-0.0193014877290329,0.002640616436470894,0.13874450219912035,0.2081167532986805,-0.011222672885699704,-0.02158392629921551,-0.0008200419152914616,0.040383846461415435,0.1211515393842463,-0.00436211517321858,-0.015664534678074334,0.007672028131897425,0.47341063574570175,0.47341063574570175,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,7,36,-1.927470528863119e-18,-0.02222222222222222,0.02407407407407407,True,-0.005566834346514732,0.3514594162335066,False,False,-0.010484024099748666,-0.022537921084252226,0.0016751762790623737,0.1171531387445022,0.3514594162335066,-0.005566834346514732,-0.016453046318557207,0.00543251820517494,0.3786485405837665,0.3786485405837665,-0.006377874713022512,-0.019081307273751347,0.006714184804578963,0.37345061975209914,0.3786485405837665,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,8,36,2.6984587404083666e-18,-0.022222222222222216,0.022222222222222227,True,-0.0047590717918437365,0.49060375849660137,False,False,-0.010114837149479692,-0.023744127167634004,0.003167353054653727,0.1635345861655338,0.49060375849660137,-0.005911616531033299,-0.02107916606488392,0.009633784620215434,0.4842063174730108,0.5577768892443022,-0.0047590717918437365,-0.019368642313580337,0.010107239296608733,0.5577768892443022,0.5577768892443022,MATCHED_LABEL_PERMUTATION,False,False,False,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
iteration,labels,9,36,-0.011111111111111108,-0.029629629629629624,0.007407407407407409,True,0.01974986498396862,0.02039184326269492,True,True,0.01830923395525286,0.005761311335831445,0.03193369152994894,0.011595361855257898,0.02039184326269492,0.01974986498396862,0.0047102547078400475,0.03553316394482382,0.013594562175129948,0.02039184326269492,0.017272512397832167,0.002108323006754669,0.033315564035505875,0.04358256697321072,0.04358256697321072,MATCHED_LABEL_PERMUTATION,True,True,True,0.11184566472826929,0.0001999600079984003,0.08545333273087242,0.0001999600079984003,0.09185618553644775,0.0001999600079984003
