subset,metric,n_tasks,n_tn_pairs,n_nn_pairs,raw_c2_c1_difference,nn_signed_difference,nn_adjusted_difference,ci_low,ci_high,p,q,loto_min,loto_max,coverage_tn,coverage_nn,interpretation
ALL,tool_count,36,536,1076,0.5024470899470899,-0.1821561338289963,0.6859228734228735,0.16971230158730166,1.1970339845339841,0.014198580141985802,0.09225744092257442,0.5798063840920984,0.8064730507587652,536,1076,count/exposure metric
ALL,unique_tools,36,536,1076,-0.02632275132275131,-0.010223048327137546,-0.015710215710215716,-0.20728683353683353,0.17132682132682134,0.8638136186381362,0.9872155641578699,-0.06187336473050757,0.015238095238095235,536,1076,count/exposure metric
ALL,duplicate_calls,36,536,1076,0.009854497354497359,-0.039962825278810406,0.0518060643060643,-0.12361111111111112,0.23597489316239317,0.5968403159684031,0.8681313686813137,0.003762428048142326,0.10281004709576139,536,1076,count/exposure metric
ALL,retrieval_calls,36,536,1076,0.33386243386243397,-0.12453531598513011,0.4567969067969069,0.10277040089540093,0.7944444444444444,0.017298270172982702,0.09225744092257442,0.3936577708006279,0.5498482469911042,536,1076,count/exposure metric
ALL,verification_calls,36,536,1076,-0.025992063492063497,-0.0037174721189591076,-0.022288359788359784,-0.19538359788359788,0.14623015873015874,0.808019198080192,0.9872155641578699,-0.06673469387755103,0.02850340136054422,536,1076,count/exposure metric
ALL,confirmation_calls,36,536,1076,0.5705026455026455,0.0604089219330855,0.5104599104599105,0.2005494505494506,0.8413064713064711,0.004399560043995601,0.07039296070392961,0.43742543171114606,0.5650444793301936,536,1076,count/exposure metric
ALL,write_calls,36,536,1076,0.09854497354497355,0.024163568773234202,0.07475579975579978,-0.11783679283679281,0.2939682539682539,0.5126487351264873,0.8681313686813137,0.006415489272632143,0.10355834641548929,536,1076,count/exposure metric
ALL,executed_writes,36,536,1076,0.06653439153439153,0.0362453531598513,0.03056573056573057,-0.12037037037037036,0.1962962962962963,0.722027797220278,0.9627037296270373,-0.01808477237048666,0.05810570381998953,536,1076,count/exposure metric
ALL,distinct_entities,36,536,1076,0.3055555555555556,-0.07713754646840149,0.381980056980057,0.003682336182336207,0.7462962962962963,0.0537946205379462,0.2151784821517848,0.309084249084249,0.44622710622710615,536,1076,count/exposure metric
ALL,pre_confirmation_actions,36,536,1076,-0.02678571428571432,-0.19888475836431227,0.17307183557183553,-0.3861130189255189,0.7041763329263327,0.551944805519448,0.8681313686813137,0.05992150706436416,0.29039769754055467,536,1076,count/exposure metric
ALL,post_completion_calls,36,536,1076,-0.014814814814814817,0.016728624535315983,-0.03148148148148148,-0.09074074074074073,0.012962962962962963,0.33236676332366766,0.6787321267873213,-0.0380952380952381,-0.009523809523809525,536,1076,count/exposure metric
ALL,retry_calls,36,536,1076,0.11977513227513227,-0.022304832713754646,0.1442765567765568,-0.13350859788359792,0.43329263329263323,0.33936606339366066,0.6787321267873213,0.07982731554160125,0.20173207744636312,536,1076,count/exposure metric
ALL,tokens_input,36,536,1076,1413.88716931217,1640.246282527881,-176.85777370777382,-9178.502555453804,8176.502050264545,0.9684031596840316,0.9931006899310069,-1617.339424385138,2388.294861329147,536,1076,token/latency direct trace coverage
ALL,tokens_output,36,536,1076,116.37017195767196,-18.87639405204461,136.00186711436712,-15.867970848595853,284.8244014550265,0.08869113088691132,0.28381161883811623,110.23239665096807,168.81906331763471,536,1076,token/latency direct trace coverage
ALL,tokens_total,36,536,1076,1530.2573412698412,1621.3698884758364,-40.85590659340656,-8802.189925595238,8284.900737561049,0.9931006899310069,0.9931006899310069,-1487.4289324960755,2547.5501151229723,536,1076,token/latency direct trace coverage
ALL,duration_seconds,36,536,1076,3.4875933149711553,0.20224175483618473,3.3303377907659626,-1.8044622849715666,8.221379945231728,0.21007899210078992,0.5602106456021064,2.4752131545655685,4.557662980396504,536,1076,token/latency direct trace coverage
BOTH_SUCCESS,tool_count,11,112,229,0.041264795810250346,-0.13100436681222707,0.15651280537644172,-0.4224803983894893,0.5847277722277722,0.6288371162883711,0.7739533738933798,0.06549741924741923,0.40162837162837156,112,229,count/exposure metric
BOTH_SUCCESS,unique_tools,11,112,229,-0.01294765840220386,-0.043668122270742356,0.03976137498864773,-0.07946054892077618,0.15633237974147057,0.5363463653634637,0.715128487151285,0.00737387612387613,0.07677322677322677,112,229,count/exposure metric
BOTH_SUCCESS,duplicate_calls,11,112,229,0.10086580086580087,0.021834061135371178,0.08395543850089304,-0.024242424242424242,0.22176308539944903,0.3076692330766923,0.5015498450154985,0.033260073260073256,0.10568431568431569,112,229,count/exposure metric
BOTH_SUCCESS,retrieval_calls,11,112,229,-0.03260073260073257,-0.06986899563318777,-0.0064352314352314225,-0.6301007326007325,0.4802580752580752,1.0,1.0,-0.11374542124542124,0.25542124542124545,112,229,count/exposure metric
BOTH_SUCCESS,verification_calls,11,112,229,0.020385674931129475,-0.008733624454148471,0.051318378591105863,0.0,0.13608815426997245,0.24437556244375563,0.48875112488751127,0.010995670995670996,0.05645021645021645,112,229,count/exposure metric
BOTH_SUCCESS,confirmation_calls,11,112,229,0.6374458874458875,0.004366812227074236,0.6806012169648533,0.31210164835164833,1.1116217873036054,0.0136986301369863,0.17598240175982402,0.5259340659340659,0.7486613386613387,112,229,count/exposure metric
BOTH_SUCCESS,write_calls,11,112,229,0.026446280991735537,0.013100436681222707,0.019992129083038178,-0.0007870916961826038,0.04864226682408502,0.507949205079492,0.715128487151285,0.00865800865800866,0.022424242424242426,112,229,count/exposure metric
BOTH_SUCCESS,executed_writes,11,112,229,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,112,229,count/exposure metric
BOTH_SUCCESS,distinct_entities,11,112,229,0.17548663457754368,-0.08296943231441048,0.22841855114582385,-0.05966261011715553,0.5197958859322495,0.16618338166183383,0.4431556844315569,0.1445937395937396,0.3155461205461206,112,229,count/exposure metric
BOTH_SUCCESS,pre_confirmation_actions,11,112,229,-0.522910422910423,-0.23580786026200873,-0.3611615657070203,-0.9092600202827475,0.11875075681893851,0.22927707229277072,0.48875112488751127,-0.46727772227772224,-0.17942057942057943,112,229,count/exposure metric
BOTH_SUCCESS,post_completion_calls,11,112,229,0.006060606060606061,0.004366812227074236,0.0017316017316017318,-0.012987012987012986,0.018181818181818184,1.0,1.0,-0.0047619047619047615,0.006666666666666666,112,229,count/exposure metric
BOTH_SUCCESS,retry_calls,11,112,229,0.1063330608785154,0.008733624454148471,0.11050351163987525,-0.04518806950625134,0.29758688281415546,0.3134686531346865,0.5015498450154985,0.03670537795537795,0.1484769397269397,112,229,count/exposure metric
BOTH_SUCCESS,tokens_input,11,112,229,5989.814876033058,-664.6331877729258,7198.163941740077,1423.7317973503768,12739.641760133805,0.046295370462953706,0.18518148185181482,5757.489426823176,8803.620335914085,112,229,token/latency direct trace coverage
BOTH_SUCCESS,tokens_output,11,112,229,129.5448400084764,-1.7467248908296944,150.14799291617476,7.6115996881906,334.6736747343566,0.1004899510048995,0.32156784321567844,72.99493506493508,186.81334165834167,112,229,token/latency direct trace coverage
BOTH_SUCCESS,tokens_total,11,112,229,6119.359716041535,-666.3799126637555,7348.311934656252,1598.7371438410075,12977.206068221552,0.043495650434956505,0.18518148185181482,5924.426461455212,8930.749794788546,112,229,token/latency direct trace coverage
BOTH_SUCCESS,duration_seconds,11,112,229,2.5429563485234965,-1.5814650405369146,4.682458650191073,1.3893701843643953,7.820705552273665,0.021997800219978002,0.17598240175982402,3.7963487640133264,5.848328642212828,112,229,token/latency direct trace coverage
SAME_REWARD,tool_count,36,482,994,0.5290993728493729,-0.19416498993963782,0.7187830687830686,0.18094185328560333,1.253590298590298,0.015398460153984602,0.12318768123187682,0.6136054421768707,0.8402721088435374,482,994,count/exposure metric
SAME_REWARD,unique_tools,36,482,994,-0.003723822473822464,-0.022132796780684104,0.021232471232471226,-0.15644182206682203,0.20245914386539382,0.824017598240176,0.9649168416491685,-0.023875172446601006,0.05323628752200179,482,994,count/exposure metric
SAME_REWARD,duplicate_calls,36,482,994,0.03897213897213898,-0.056338028169014086,0.093762025012025,-0.09744419931919933,0.2912744431494432,0.36966303369663034,0.5914608539146086,0.043379715522572665,0.1459647495361781,482,994,count/exposure metric
SAME_REWARD,retrieval_calls,36,482,994,0.25787175787175787,-0.09859154929577464,0.3503639878639879,0.0012096699596699778,0.6791916763791761,0.053394660533946606,0.21357864213578642,0.2837757480614624,0.43549926264211986,482,994,count/exposure metric
SAME_REWARD,verification_calls,36,482,994,-0.004395604395604397,-0.015090543259557344,0.010739723239723243,-0.1612953423890924,0.17075803825803823,0.9046095390460954,0.9649168416491685,-0.0327629513343799,0.06247514390371533,482,994,count/exposure metric
SAME_REWARD,confirmation_calls,36,482,994,0.6712699337699337,0.02012072434607646,0.6523143523143523,0.3391366041366042,0.9754200197950196,0.00039996000399960006,0.006399360063993601,0.5833328576185719,0.6963836163836163,482,994,count/exposure metric
SAME_REWARD,write_calls,36,482,994,0.16274928774928774,0.0,0.16246600621600618,-0.04527249370999372,0.3958740218115217,0.1608839116088391,0.36773465510591796,0.09897602397602395,0.19377455877455876,482,994,count/exposure metric
SAME_REWARD,executed_writes,36,482,994,0.11035307285307286,0.015090543259557344,0.09424001924001923,-0.06126810689310688,0.2644282106782107,0.26617338266173385,0.4731971247319713,0.05015080157937302,0.12359925788497214,482,994,count/exposure metric
SAME_REWARD,distinct_entities,36,482,994,0.3237133237133237,-0.079476861167002,0.40392732267732273,0.046580716736966774,0.7672848736911239,0.038396160383961604,0.20477952204779523,0.3316585795157225,0.47099923885638173,482,994,count/exposure metric
